label,qid,docid,comment:,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
1,18230,10,docid = GX000-52-8600090 inc = 1 prob = 0.0897452,0.120928,0.142857,0.333333,0.0,0.121547,0.0,0.0,0.0,0.0,0.0,0.119815,0.142857,0.333333,0.0,0.120825,0.153749,0.255319,0.5625,0.142857,0.154007,0.75554,0.566106,0.698192,0.641718,0.245978,0.0,0.0,0.0,0.346474,0.101614,0.360574,0.07805,0.0,0.0,0.0,0.0,0.760857,0.582674,0.698732,0.651045,0.285714,0.151515,0.0,0.029236,0.001982,0.008393
1,18230,11,docid = GX001-00-5105044 inc = 1 prob = 0.0897452,0.156819,0.142857,0.333333,0.0,0.157459,0.0,0.0,0.0,0.0,0.0,0.152993,0.142857,0.333333,0.0,0.153542,0.128335,0.06383,0.1875,0.190476,0.12824,0.821227,0.566994,0.745119,0.670173,0.642118,0.222894,0.00677,0.131665,0.638798,0.241821,0.36341,0.185574,0.0,0.0,0.0,0.0,0.82316,0.583374,0.745532,0.679151,0.285714,0.222222,0.0,0.000237,0.000991,0.0
1,18230,12,docid = GX004-53-15843752 inc = 0.0319188697601707 prob = 0.0946039,0.218112,0.285714,0.333333,0.0,0.219337,0.0,0.0,0.0,0.0,0.0,0.216254,0.285714,0.333333,0.0,0.217611,0.217767,0.297872,0.5,0.142857,0.218064,0.783012,0.554006,0.712058,0.638314,0.391877,0.036784,0.30597,0.05119,0.375081,0.116636,0.361047,0.089577,0.0,0.0,0.0,0.0,0.786565,0.570912,0.712515,0.647727,0.285714,0.212121,0.0,0.014392,0.006938,0.001199
0,18230,13,docid = GX005-39-6812626 inc = 0.0161139271070161 prob = 0.0897452,0.028713,0.428571,0.333333,0.5,0.030939,0.0,0.0,0.0,0.0,0.0,0.029645,0.428571,0.333333,0.5,0.032583,0.024668,0.510638,0.3125,0.142857,0.025096,0.584996,0.39565,0.504419,0.468435,0.358369,0.061202,0.48798,0.038508,0.498579,0.176608,0.362464,0.135578,0.757522,0.485143,0.02398,0.647934,0.590183,0.416612,0.508599,0.481063,0.285714,0.171717,0.0,1.0,0.362735,0.015588
1,18230,14,docid = GX005-40-1622912 inc = 0.0428075921199618 prob = 0.304426,0.024296,0.142857,0.333333,1.0,0.025967,0.0,0.0,0.0,0.0,0.0,0.024288,0.142857,0.333333,1.0,0.026583,0.01893,0.085106,0.0625,0.285714,0.018835,0.797655,0.63108,0.632601,0.745377,0.544656,0.186268,0.006017,0.104341,0.888747,0.38213,0.364357,0.293102,0.970852,0.96249,0.997817,0.928606,0.803126,0.648904,0.639382,0.755609,0.571429,0.424242,0.0,0.030443,0.000991,0.003597
1,18230,15,docid = GX010-03-13004888 inc = 1 prob = 0.148318,0.066262,0.285714,0.333333,0.0,0.067403,0.0,0.0,0.0,0.0,0.0,0.067003,0.285714,0.333333,0.0,0.068736,0.0512,0.319149,0.3125,0.190476,0.051435,0.752123,0.519954,0.647139,0.552374,0.371587,0.10132,0.30522,0.044638,0.498579,0.176608,0.362464,0.135578,0.0,0.0,0.0,0.0,0.754681,0.537057,0.647174,0.56236,0.285714,0.161616,0.0,0.001393,0.012884,0.0
1,18230,16,docid = GX010-45-12369258 inc = 0.00979721240474588 prob = 0.0897452,0.022639,0.0,0.333333,0.0,0.022652,0.0,0.0,0.0,0.0,0.0,0.022936,0.0,0.333333,0.0,0.023507,0.023476,0.042553,0.9375,0.142857,0.023605,0.707999,0.485572,0.562349,0.521462,0.0,0.0,0.0,0.0,0.237699,0.036503,0.357748,0.028057,0.0,0.0,0.0,0.0,0.710042,0.501463,0.562049,0.530413,0.142857,0.171717,0.0,0.003967,0.000991,0.003597
1,18230,17,docid = GX010-85-14507192 inc = 1 prob = 0.507507,0.240751,0.0,0.0,0.0,0.240331,0.0,0.0,0.0,0.0,0.0,0.239442,0.0,0.0,0.0,0.23904,0.148358,0.06383,0.1875,0.238095,0.148292,0.815655,0.537579,0.71925,0.603266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166,0.553609,0.718231,0.61207,0.285714,0.363636,0.0,0.004394,0.001982,0.002398
1,18230,18,docid = GX014-89-4473554 inc = 0.0294030334989924 prob = 0.154121,0.04804,0.285714,0.333333,0.5,0.049724,0.0,0.0,0.0,0.0,0.0,0.043149,0.285714,0.333333,0.5,0.045429,0.038257,0.319149,0.625,0.190476,0.038613,0.908228,0.829829,0.826364,0.853673,0.371587,0.147793,0.30522,0.044638,0.321921,0.061231,0.360103,0.067738,0.724564,0.426418,0.021794,0.559706,0.913519,0.839045,0.829912,0.859667,0.428571,0.272727,0.0,7.3e-05,0.012884,0.008393
0,18230,19,docid = GX014-94-6492630 inc = 0.00883817317681539 prob = 0.0634494,0.003313,0.285714,0.333333,0.0,0.00442,0.0,0.0,0.0,0.0,0.0,0.00358,0.285714,0.333333,0.0,0.005311,0.006633,0.148936,0.3125,0.190476,0.006659,0.341369,0.123176,0.235225,0.111092,0.634331,0.159106,0.311227,0.117024,0.498579,0.176608,0.362464,0.135578,0.0,0.0,0.0,0.0,0.369162,0.169246,0.262354,0.146931,0.142857,0.161616,0.0,0.176046,0.054509,0.01199
2,18230,20,docid = GX019-16-5501512 inc = 0.0542515970612273 prob = 0.247864,0.066262,0.142857,0.333333,0.0,0.066851,0.0,0.0,0.0,0.0,0.0,0.067003,0.142857,0.333333,0.0,0.068163,0.0512,0.106383,0.3125,0.190476,0.051186,0.752123,0.519954,0.647139,0.552374,0.472882,0.157865,0.005263,0.083147,0.498579,0.176608,0.362464,0.135578,0.0,0.0,0.0,0.0,0.754945,0.537199,0.647018,0.562377,0.285714,0.141414,0.0,0.000687,0.000991,0.0
1,18230,21,docid = GX027-23-15133882 inc = 0.0145991143351139 prob = 0.171504,0.009387,0.285714,0.333333,0.5,0.01105,0.0,0.0,0.0,0.0,0.0,0.008971,0.284792,0.333333,0.5,0.011108,0.004819,0.12766,0.1875,0.238095,0.004796,0.895673,0.817286,0.582164,0.916227,0.832946,1.0,1.0,1.0,0.638798,0.241821,0.36341,0.185574,0.694355,0.373889,0.019609,0.480785,0.910685,0.839736,0.611938,0.92918,0.428571,0.292929,0.0,0.000522,0.000991,0.002398
0,18230,22,docid = GX027-36-13492125 inc = 0.0466972172533773 prob = 0.111804,0.001657,0.0,0.666667,0.0,0.00221,0.0,0.0,0.0,0.0,0.0,0.001866,0.0,0.666667,0.0,0.003019,0.000547,0.085106,0.375,0.428571,0.000646,0.355577,0.27167,0.218739,0.230084,0.0,0.0,0.0,0.0,0.706914,0.29397,0.557039,0.185574,0.0,0.0,0.0,0.0,0.378893,0.271148,0.248841,0.227523,0.714286,0.343434,0.0,0.004621,0.001982,0.004796
0,18230,23,docid = GX027-95-10409909 inc = 1 prob = 0.0468556,0.013252,0.428571,0.333333,0.5,0.01547,0.0,0.0,0.0,0.0,0.0,0.013501,0.428571,0.333333,0.5,0.016411,0.009688,0.191489,0.3125,0.380952,0.009865,0.479945,0.239635,0.37079,0.398823,0.715793,0.192593,0.499213,0.131665,0.498579,0.176608,0.362464,0.135578,0.61716,0.243099,0.013063,0.284258,0.490899,0.272522,0.384979,0.417178,0.714286,0.515152,0.0,0.023895,0.013875,0.027578
0,18230,24,docid = GX028-78-9499754 inc = 1 prob = 0.183068,0.011044,0.0,0.333333,0.5,0.011602,0.0,0.0,0.0,0.0,0.0,0.011578,0.0,0.333333,0.5,0.012762,0.002559,0.0,0.5,0.238095,0.00251,0.407761,0.153572,0.340242,0.239457,0.0,0.0,0.0,0.0,0.375081,0.082491,0.361047,0.089577,0.694355,0.268749,0.019609,0.480785,0.414781,0.176355,0.346601,0.251593,0.285714,0.282828,0.0,0.0,0.0,0.022782
0,18230,25,docid = GX029-13-7182876 inc = 0.0194535207657402 prob = 0.0998487,0.011044,0.0,0.0,0.5,0.01105,0.0,0.0,0.0,0.0,0.0,0.011578,0.0,0.0,0.5,0.012189,0.005962,0.021277,0.125,0.666667,0.006013,0.398407,0.177232,0.325123,0.186708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504896,0.0,0.0,0.0,0.404925,0.203717,0.327649,0.201426,1.0,0.818182,0.0,0.000488,0.000991,0.0
0,18230,26,docid = GX031-21-7043973 inc = 1 prob = 0.118376,0.010491,0.285714,0.333333,0.5,0.012155,0.0,0.0,0.0,0.0,0.0,0.0109,0.285714,0.333333,0.5,0.013216,0.003552,0.170213,0.125,0.190476,0.003528,0.661456,0.552547,0.458623,0.60518,0.582819,0.2114,0.310475,0.104341,0.743323,0.293598,0.363883,0.225259,0.724564,0.426418,0.021794,0.559706,0.661587,0.560473,0.471515,0.610792,0.285714,0.424242,0.0,0.000374,0.001982,0.034772
1,18230,27,docid = GX051-39-12620906 inc = 1 prob = 0.309538,0.061844,0.0,0.0,0.0,0.061326,0.0,0.0,0.0,0.0,0.0,0.055495,0.0,0.0,0.0,0.055419,0.032668,0.212766,0.4375,0.333333,0.032898,0.984471,0.936767,0.912384,0.9397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985999,0.938123,0.91106,0.940366,0.428571,0.353535,0.0,0.002019,0.002973,0.008393
0,18230,28,docid = GX052-92-2131681 inc = 1 prob = 0.017532,0.001104,0.0,0.333333,0.0,0.001105,0.0,0.0,0.0,0.0,0.0,0.001189,0.0,0.333333,0.0,0.001753,0.000944,0.085106,0.25,0.190476,0.00087,0.594102,0.55518,0.294217,0.627768,0.0,0.0,0.0,0.0,0.560045,0.205092,0.362937,0.157417,0.0,0.0,0.0,0.0,0.619519,0.551894,0.323194,0.616874,0.285714,0.20202,0.0,0.002391,0.000991,0.001199
1,18230,29,docid = GX056-82-13312051 inc = 0.0758541101093886 prob = 0.410584,0.093319,0.0,1.0,0.0,0.094475,0.0,0.0,0.0,0.0,0.0,0.092697,0.0,0.977492,0.0,0.094292,0.059746,0.0,0.5625,0.190476,0.059709,0.861251,0.74122,0.804499,0.785255,0.0,0.0,0.0,0.0,0.896212,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.868647,0.755504,0.808417,0.794465,0.285714,0.111111,0.0,0.0,0.0,0.015588
1,18230,30,docid = GX061-04-16698930 inc = 0.0114581557096495 prob = 0.156743,0.014357,0.285714,0.666667,0.0,0.016022,0.0,0.0,0.0,0.0,0.0,0.013963,0.247709,0.59519,0.0,0.015536,0.007254,0.085106,0.25,0.380952,0.00728,0.871989,0.829096,0.612155,0.888903,0.944415,0.829504,0.279691,0.872457,1.0,0.911353,0.607685,0.996104,0.0,0.0,0.0,0.0,0.904443,0.896416,0.657021,0.929521,0.142857,0.333333,0.0,0.004722,0.011893,0.05036
1,18230,31,docid = GX073-78-3078433 inc = 0.0542515970612273 prob = 0.10786,0.002209,0.0,0.333333,0.5,0.002762,0.0,0.0,0.0,0.0,0.0,0.002225,0.0,0.333333,0.5,0.003353,0.00231,0.06383,0.1875,0.238095,0.002211,0.66391,0.557573,0.366182,0.586298,0.0,0.0,0.0,0.0,0.638798,0.241821,0.36341,0.185574,0.694355,0.373889,0.019609,0.480785,0.697335,0.595352,0.403825,0.607843,0.428571,0.262626,0.0,0.001448,0.000991,0.002398
0,18230,32,docid = GX079-44-9516687 inc = 0.0319188697601707 prob = 0.132085,0.027057,0.0,0.333333,0.0,0.027072,0.0,0.0,0.0,0.0,0.0,0.028144,0.0,0.333333,0.0,0.02881,0.014409,0.212766,0.125,0.238095,0.014461,0.405723,0.099981,0.360358,0.185926,0.0,0.0,0.0,0.0,0.743323,0.293598,0.363883,0.225259,0.0,0.0,0.0,0.0,0.412221,0.132756,0.361066,0.202106,0.428571,0.282828,0.0,0.114528,0.035679,0.041966
1,18230,33,docid = GX084-26-8567548 inc = 1 prob = 0.233455,0.064053,0.142857,0.333333,0.0,0.064641,0.0,0.0,0.0,0.0,0.0,0.062271,0.142857,0.333333,0.0,0.063338,0.047573,0.170213,0.6875,0.142857,0.047757,0.886908,0.770469,0.803699,0.807213,0.338901,0.098065,0.003006,0.038508,0.300618,0.051647,0.359631,0.058411,0.0,0.0,0.0,0.0,0.890412,0.779972,0.804408,0.812846,0.285714,0.181818,0.0,0.000274,0.002973,0.001199
0,18230,34,docid = GX099-32-1803703 inc = 1 prob = 0.0705054,0.023192,1.0,1.0,0.5,0.028729,0.0,0.0,0.0,0.0,0.0,0.023784,1.0,1.0,0.5,0.030167,0.023724,1.0,1.0,0.190476,0.025022,0.443672,0.193073,0.364518,0.323854,0.419054,0.066732,0.880187,0.055148,0.532494,0.21464,0.672032,0.129261,0.724564,0.426418,0.021794,0.559706,0.455786,0.22506,0.379114,0.345518,0.428571,0.252525,0.0,0.005782,0.057483,0.017986
1,18230,35,docid = GX103-50-10444844 inc = 1 prob = 0.28717,0.011596,0.142857,0.333333,0.5,0.012707,0.0,0.0,0.0,0.0,0.0,0.01183,0.142857,0.333333,0.5,0.01355,0.004844,0.021277,0.5625,0.095238,0.004771,0.761981,0.650112,0.529559,0.63537,1.0,0.362813,0.008279,0.236012,0.346474,0.101614,0.360574,0.07805,0.793621,0.551724,0.026166,0.747958,0.762265,0.657431,0.538972,0.642763,0.142857,0.212121,0.0,0.02903,0.009911,0.002398
1,18230,36,docid = GX111-60-4484292 inc = 0.0428075921199618 prob = 0.155836,0.494202,0.714286,0.666667,1.0,0.498895,0.0,0.0,0.0,0.0,0.0,0.483173,0.714286,0.666667,1.0,0.486788,0.563894,0.553191,0.5,0.238095,0.564617,0.790547,0.576698,0.733129,0.647309,0.505542,0.178675,0.731622,0.079422,0.611722,0.269695,0.556094,0.157417,1.0,1.0,1.0,1.0,0.794589,0.593835,0.734465,0.657133,0.428571,0.262626,0.0,0.002028,0.022795,0.002398
0,18230,37,docid = GX114-73-1685410 inc = 0.0242668764432379 prob = 0.0580908,0.000552,0.0,0.333333,0.0,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261857,0.0,0.00021,0.000795,0.085106,0.25,0.190476,0.000721,0.001024,0.03261,0.000706,0.010474,0.0,0.0,0.0,0.0,0.439955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015343,0.058914,0.022839,0.030877,0.285714,0.20202,0.0,0.004836,0.001982,0.004796
0,18230,38,docid = GX177-38-4045618 inc = 1 prob = 0.277865,0.854224,0.428571,0.333333,0.5,0.856906,0.0,0.0,0.0,0.0,0.0,0.880316,0.428571,0.333333,0.5,0.88606,0.302355,0.404255,0.5,0.238095,0.302845,0.505326,0.447067,0.608264,0.555844,0.429929,0.20342,0.491715,0.060696,0.375081,0.116636,0.361047,0.089577,0.694355,0.373889,0.019609,0.480785,0.514007,0.467119,0.608736,0.566479,0.285714,0.252525,0.0,0.000828,0.006938,1.0
1,18230,39,docid = GX200-47-9277809 inc = 0.00620068385720559 prob = 0.0883078,0.001657,0.0,0.0,0.0,0.001105,0.0,0.0,0.0,0.0,0.0,0.001866,0.0,0.0,0.0,0.001872,0.002559,0.06383,0.3125,1.0,0.002907,0.332254,0.18859,0.20933,0.135379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329689,0.180138,0.206668,0.135998,0.571429,1.0,0.0,0.004884,0.000991,0.0
1,18230,40,docid = GX200-73-5240168 inc = 0.0119202192037752 prob = 0.160075,0.014357,0.285714,0.666667,0.0,0.016022,0.0,0.0,0.0,0.0,0.0,0.013963,0.247709,0.59519,0.0,0.015536,0.007254,0.085106,0.25,0.428571,0.007305,0.871989,0.829096,0.612155,0.888903,0.944415,0.829504,0.279691,0.872457,1.0,0.911353,0.607685,0.996104,0.0,0.0,0.0,0.0,0.904109,0.895733,0.656918,0.928934,0.142857,0.333333,0.0,0.002301,0.011893,0.039568
0,18230,41,docid = GX225-70-7851415 inc = 0.0145991143351139 prob = 0.061808,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944,0.085106,0.1875,0.190476,0.000845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,0.20202,0.0,0.004592,0.001982,0.004796
1,18230,42,docid = GX228-98-0000000 inc = 1 prob = 0.185492,0.014357,0.0,0.0,0.5,0.014365,0.0,0.0,0.0,0.0,0.0,0.013687,0.0,0.0,0.5,0.014188,0.007999,0.042553,0.0,0.285714,0.007827,0.901174,0.784361,0.641522,0.880451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666563,0.326374,0.017426,0.409392,0.90186,0.791262,0.644892,0.88237,0.142857,0.363636,0.0,0.000521,0.001982,0.0
1,18230,43,docid = GX229-72-10022550 inc = 0.0542515970612273 prob = 0.127185,0.676974,0.0,0.0,0.0,0.676796,0.0,0.0,0.0,0.0,0.0,0.670684,0.0,0.0,0.0,0.669879,0.94967,0.148936,0.0,0.190476,0.949783,0.739282,0.536962,0.695975,0.614707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744976,0.554659,0.696634,0.624503,0.428571,0.151515,0.0,0.000979,0.000991,0.0
1,18230,44,docid = GX230-44-5924225 inc = 1 prob = 0.228966,0.014909,0.714286,1.0,0.5,0.019337,0.0,0.0,0.0,0.0,0.0,0.014321,0.638276,0.928523,0.5,0.018373,0.012421,0.255319,0.4375,0.285714,0.012672,0.852937,0.752236,0.62604,0.817444,0.919641,0.926654,0.94693,0.83396,0.977053,0.936192,0.801315,0.954413,0.666563,0.326374,0.017426,0.409392,0.906534,0.854671,0.697526,0.884908,0.428571,0.353535,0.0,0.022746,0.013875,0.002398
2,18230,45,docid = GX230-84-1102115 inc = 0.0153222301559624 prob = 0.0951544,0.366648,0.0,0.0,0.0,0.366298,0.0,0.0,0.0,0.0,0.0,0.362416,0.0,0.0,0.0,0.361798,0.388483,0.148936,0.0,0.190476,0.388471,0.787246,0.589171,0.742068,0.657497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791372,0.605156,0.742482,0.666491,0.428571,0.151515,0.0,0.001503,0.000991,0.0
1,18230,46,docid = GX231-48-9604104 inc = 0.116402402221235 prob = 0.434727,0.029818,0.142857,0.333333,0.5,0.030939,0.0,0.0,0.0,0.0,0.0,0.027511,0.142857,0.333333,0.5,0.029205,0.012148,0.06383,0.25,0.190476,0.012051,0.982889,0.971043,0.797911,0.975263,0.642118,0.119544,0.00677,0.131665,0.560045,0.205092,0.362937,0.157417,0.724564,0.426418,0.021794,0.559706,0.985007,0.974689,0.802973,0.97801,0.285714,0.292929,0.0,0.070392,0.041625,0.028777
2,18230,47,docid = GX233-80-3062211 inc = 0.0758541101093886 prob = 0.4101,0.046935,0.142857,0.0,0.0,0.046961,0.0,0.0,0.0,0.0,0.0,0.046115,0.142857,0.0,0.0,0.046568,0.027749,0.255319,0.0,0.190476,0.02778,0.865742,0.690197,0.743039,0.786052,0.245978,0.046515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866561,0.700703,0.742797,0.790786,0.428571,0.191919,0.0,0.001018,0.001982,0.0
1,18230,48,docid = GX234-25-8280949 inc = 1 prob = 0.248774,0.037548,0.428571,0.333333,0.5,0.039779,0.0,0.0,0.0,0.0,0.0,0.035807,0.428571,0.333333,0.5,0.038623,0.011775,0.212766,0.375,0.190476,0.011902,1.0,1.0,0.826925,1.0,0.671166,0.152321,0.498462,0.121658,0.44927,0.15334,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,1.0,1.0,0.832585,1.0,0.285714,0.333333,0.0,0.017979,0.013875,0.031175
1,18230,49,docid = GX234-41-12695861 inc = 1 prob = 0.298063,0.022087,0.571429,0.333333,0.5,0.024862,0.0,0.0,0.0,0.0,0.0,0.020875,0.495419,0.333333,0.5,0.023618,0.008123,0.297872,0.375,0.190476,0.008349,0.911858,0.923422,0.694472,0.950311,0.679501,0.840664,0.75594,0.766174,0.44927,0.15334,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.922162,0.947771,0.723953,0.966932,0.285714,0.383838,0.0,0.014933,0.011893,0.029976
2,18230,50,docid = GX236-77-6583677 inc = 0.0758541101093886 prob = 0.314574,0.10381,0.428571,0.333333,0.5,0.106077,0.0,0.0,0.0,0.0,0.0,0.102447,0.428571,0.333333,0.5,0.105028,0.056615,0.361702,0.1875,0.428571,0.056976,0.830982,0.605715,0.745115,0.627152,0.46725,0.150435,0.493212,0.07126,0.638798,0.241821,0.36341,0.185574,0.595106,0.20616,0.010883,0.228747,0.831216,0.619924,0.745462,0.636218,0.571429,0.767677,0.0,0.020461,0.003964,0.010791
1,18230,51,docid = GX236-92-10964728 inc = 1 prob = 0.266265,0.01767,0.285714,0.333333,0.5,0.019337,0.0,0.0,0.0,0.0,0.0,0.017135,0.284792,0.333333,0.5,0.019338,0.009813,0.148936,0.375,0.190476,0.009865,0.817276,0.778389,0.613478,0.847343,0.746076,0.917797,0.999247,0.970719,0.44927,0.15334,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.86571,0.826738,0.64947,0.874831,0.285714,0.323232,0.0,0.008139,0.001982,0.019185
1,18230,52,docid = GX236-97-3633607 inc = 1 prob = 0.266769,0.017118,0.285714,0.333333,0.5,0.018785,0.0,0.0,0.0,0.0,0.0,0.016095,0.285714,0.333333,0.5,0.018402,0.008248,0.106383,0.375,0.190476,0.008249,0.894262,0.878533,0.657631,0.916101,0.770541,0.214403,0.312733,0.148982,0.44927,0.15334,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.897119,0.884794,0.668077,0.919568,0.285714,0.343434,0.0,0.008626,0.004955,0.023981
